source_country,target_country,avg_tone,positive_ratio,article_count,source
Australia,Norway,-0.4377,36.65,281,api
Australia,Denmark,-1.1374,22.52,262,api
Australia,Finland,-0.4857,34.29,105,api
Australia,Portugal,-2.5321,22.94,109,api
Australia,Belgium,0.2294,44.95,109,api
Australia,Romania,-1.2237,53.95,76,api
Australia,Hungary,-2.6552,16.09,87,api
Australia,Chile,0.9926,60.29,136,api
Australia,Peru,2.625,76.25,80,api
Australia,Iraq,-3.9866,8.44,818,api
Australia,Qatar,-3.1263,5.41,998,api
Australia,Singapore,0.3536,47.89,758,api
Spain,United States,-2.4563,12.46,6647,api
Spain,China,-0.9366,29.58,284,api
Spain,Russia,-2.938,7.23,3404,api
Spain,Germany,-1.3442,25.26,4387,api
Spain,France,-1.6026,24.58,6163,api
Spain,United Kingdom,-1.6444,21.69,4831,api
Spain,India,-0.8182,29.87,77,api
Spain,Brazil,-0.6528,34.82,1881,api
Spain,Canada,-1.2712,26.87,1578,api
Spain,South Korea,-1.37,34.0,300,api
Spain,Australia,-0.8328,35.56,329,api
Spain,Spain,-1.0446,29.21,39357,api
Spain,Netherlands,0.0292,44.53,274,api
Spain,Turkey,-1.5071,23.56,1333,api
Spain,Saudi Arabia,0.0484,50.0,62,api
Spain,Argentina,-0.5164,35.63,2380,api
Spain,Poland,-1.1106,28.16,1076,api
Spain,Egypt,-1.8051,18.13,739,api
Spain,Thailand,-1.1285,28.46,615,api
Spain,Pakistan,-4.2259,5.23,478,api
Spain,Nigeria,-0.8824,17.65,17,api
Spain,Ukraine,-2.627,9.77,3901,api
Spain,Vietnam,-1.2857,25.0,28,api
Spain,Colombia,-1.5385,24.84,1844,api
Spain,Philippines,-1.6667,24.54,273,api
Spain,Israel,-3.4302,5.58,430,api
Spain,Sweden,-1.3441,30.85,927,api
Spain,Norway,-0.6067,28.09,89,api
Spain,Finland,-0.9771,27.71,480,api
Spain,Portugal,-0.3818,38.48,3004,api
Spain,Greece,-1.2807,24.89,944,api
Spain,Belgium,-0.7678,31.74,1783,api
Spain,Czech Republic,-0.7833,28.67,300,api
Spain,Romania,-0.6603,32.49,474,api
Spain,Hungary,-1.3586,24.7,672,api
Spain,Chile,-0.8802,30.28,601,api
Spain,Peru,-0.939,30.38,836,api
Spain,Iraq,-3.7409,2.76,1451,api
Spain,Qatar,-2.9021,9.09,143,api
Mexico,China,-1.1413,33.7,92,api
Argentina,India,1.2028,73.21,56,bigquery
Argentina,Netherlands,0.422,62.82,1872,bigquery
Argentina,China,0.0677,48.67,10006,bigquery
Argentina,Finland,0.0593,51.42,739,bigquery
Argentina,Czech Republic,0.0256,53.07,1157,bigquery
Argentina,Italy,-0.0517,55.6,19276,bigquery
Argentina,Greece,-0.2727,50.79,3666,bigquery
Argentina,Chile,-0.294,48.85,4422,bigquery
Argentina,Japan,-0.365,47.01,7653,bigquery
Argentina,New Zealand,-0.3776,45.05,768,bigquery
Argentina,Denmark,-0.3991,43.99,2080,bigquery
Argentina,Argentina,-0.4129,46.06,371966,bigquery
Argentina,Vietnam,-0.4171,56.96,79,bigquery
Argentina,Norway,-0.4513,43.76,2587,bigquery
Argentina,Belgium,-0.5565,42.56,2474,bigquery
Argentina,Singapore,-0.5836,37.67,584,bigquery
Argentina,Spain,-0.6487,44.65,32393,bigquery
Argentina,Australia,-0.7445,45.35,1453,bigquery
Argentina,South Africa,-0.8515,46.29,1320,bigquery
Argentina,United States,-0.8626,39.61,64375,bigquery
Argentina,Colombia,-0.8923,41.65,12270,bigquery
Argentina,Brazil,-0.9172,43.78,36987,bigquery
Argentina,Portugal,-0.9476,39.26,4300,bigquery
Argentina,Indonesia,-0.9594,43.33,900,bigquery
Argentina,France,-1.1355,37.9,18930,bigquery
Argentina,United Kingdom,-1.1597,35.79,14576,bigquery
Argentina,Germany,-1.2394,35.36,14176,bigquery
Argentina,Turkey,-1.3112,34.53,5621,bigquery
Argentina,Thailand,-1.4133,38.81,938,bigquery
Argentina,Bangladesh,-1.439,52.38,42,bigquery
Argentina,Canada,-1.4469,35.36,8208,bigquery
Argentina,Romania,-1.4627,33.33,453,bigquery
Argentina,Peru,-1.5311,34.38,7394,bigquery
Argentina,South Korea,-1.5351,39.88,1507,bigquery
Argentina,Poland,-1.5698,34.48,1917,bigquery
Argentina,Egypt,-1.5895,29.51,1789,bigquery
Argentina,Mexico,-1.6234,30.55,28911,bigquery
Argentina,Sweden,-1.6481,29.49,74021,bigquery
Argentina,Malaysia,-1.7137,31.1,463,bigquery
Argentina,Hungary,-1.8498,26.28,1758,bigquery
Argentina,Qatar,-1.885,21.59,454,bigquery
Argentina,Nigeria,-2.117,42.47,332,bigquery
Argentina,Saudi Arabia,-2.5509,18.9,4470,bigquery
Argentina,Russia,-3.1428,11.65,25261,bigquery
Argentina,Ukraine,-3.2812,6.31,14549,bigquery
Argentina,Philippines,-3.4911,14.97,768,bigquery
Argentina,Iraq,-3.92,4.12,2960,bigquery
Argentina,Iran,-3.9818,3.2,80572,bigquery
Argentina,Israel,-4.0857,5.56,11968,bigquery
Argentina,Pakistan,-6.0792,1.84,3042,bigquery
Australia,Japan,0.2028,53.66,6632,bigquery
Australia,Czech Republic,0.1916,71.03,145,bigquery
Australia,Greece,-0.2718,57.12,1103,bigquery
Australia,France,-1.0325,41.73,6063,bigquery
Australia,Thailand,-1.0895,42.6,1918,bigquery
Australia,United Kingdom,-1.18,32.47,20795,bigquery
Australia,New Zealand,-1.2608,44.59,4041,bigquery
Australia,Egypt,-1.4374,42.55,1342,bigquery
Australia,Brazil,-2.1209,31.83,1062,bigquery
Australia,Israel,-4.0731,3.91,29543,bigquery
Bangladesh,Argentina,3.7271,80.95,252,bigquery
Bangladesh,Japan,2.0477,68.02,4100,bigquery
Bangladesh,Malaysia,0.9469,54.7,1958,bigquery
Bangladesh,China,0.3282,48.9,10937,bigquery
Bangladesh,Chile,0.2809,66.67,78,bigquery
Bangladesh,Indonesia,0.2679,54.98,1075,bigquery
Bangladesh,Bangladesh,-0.0793,50.34,141534,bigquery
Bangladesh,Denmark,-0.1232,41.67,348,bigquery
Bangladesh,Norway,-0.1525,41.58,291,bigquery
Bangladesh,Italy,-0.2731,54.16,1817,bigquery
Bangladesh,Egypt,-0.303,41.21,813,bigquery
Bangladesh,India,-0.4276,42.8,28133,bigquery
Bangladesh,Australia,-0.4532,45.02,1746,bigquery
Bangladesh,Portugal,-0.5103,32.67,404,bigquery
Bangladesh,Canada,-0.5297,43.65,1645,bigquery
Bangladesh,Thailand,-0.6463,45.24,1165,bigquery
Bangladesh,Singapore,-0.6708,34.95,661,bigquery
Bangladesh,Turkey,-0.8574,42.96,2139,bigquery
Bangladesh,South Korea,-0.9687,46.42,1286,bigquery
Bangladesh,France,-1.0126,39.65,2300,bigquery
Bangladesh,Sweden,-1.0165,28.48,302,bigquery
Bangladesh,Finland,-1.0521,53.13,64,bigquery
Bangladesh,United Kingdom,-1.1625,31.94,7028,bigquery
Bangladesh,South Africa,-1.1629,42.21,263,bigquery
Bangladesh,Germany,-1.1862,33.84,1658,bigquery
Bangladesh,Vietnam,-1.2813,39.01,487,bigquery
Bangladesh,Brazil,-1.3138,37.92,414,bigquery
Bangladesh,Belgium,-1.394,37.63,93,bigquery
Bangladesh,Saudi Arabia,-1.424,36.99,7712,bigquery
Bangladesh,Greece,-1.4416,30.32,277,bigquery
Bangladesh,Netherlands,-1.5218,41.19,318,bigquery
Bangladesh,Hungary,-1.6124,34.67,150,bigquery
Bangladesh,New Zealand,-1.6666,34.32,169,bigquery
Bangladesh,United States,-1.8645,27.51,23774,bigquery
Bangladesh,Colombia,-1.9716,24.86,181,bigquery
Bangladesh,Romania,-2.3337,28.0,50,bigquery
Bangladesh,Spain,-2.3791,24.81,770,bigquery
Bangladesh,Poland,-2.5001,25.69,144,bigquery
Bangladesh,Czech Republic,-2.6293,0.0,7,bigquery
Bangladesh,Philippines,-2.7551,26.16,279,bigquery
Bangladesh,Russia,-2.8369,20.98,7631,bigquery
Bangladesh,Pakistan,-3.2757,24.78,15552,bigquery
Bangladesh,Ukraine,-3.3419,19.24,3388,bigquery
Bangladesh,Qatar,-3.3672,14.75,4000,bigquery
Bangladesh,Iran,-3.442,12.7,51734,bigquery
Bangladesh,Israel,-4.0274,11.66,23628,bigquery
Bangladesh,Iraq,-4.0398,9.37,2454,bigquery
Bangladesh,Mexico,-4.7096,9.07,761,bigquery
Bangladesh,Peru,-5.0273,5.88,119,bigquery
Bangladesh,Nigeria,-5.2992,20.42,568,bigquery
Belgium,Czech Republic,-0.0442,47.62,105,bigquery
Belgium,Japan,-0.3788,40.6,1192,bigquery
Belgium,Netherlands,-0.858,37.3,2960,bigquery
Belgium,Belgium,-0.9106,37.23,29356,bigquery
Belgium,Argentina,-0.9112,59.09,198,bigquery
Belgium,Chile,-0.9403,63.16,38,bigquery
Belgium,Bangladesh,-0.9416,27.78,18,bigquery
Belgium,Vietnam,-1.0311,21.12,161,bigquery
Belgium,Sweden,-1.1621,27.15,523,bigquery
Belgium,Denmark,-1.1908,14.88,726,bigquery
Belgium,Italy,-1.2129,39.86,2165,bigquery
Belgium,Thailand,-1.3171,31.82,264,bigquery
Belgium,Finland,-1.4957,7.95,176,bigquery
Belgium,India,-1.6295,22.77,448,bigquery
Belgium,China,-1.6372,19.58,2584,bigquery
Belgium,Singapore,-1.6944,27.91,86,bigquery
Belgium,Brazil,-1.7507,26.4,447,bigquery
Belgium,France,-1.7715,27.92,10495,bigquery
Belgium,Germany,-1.7781,23.98,3153,bigquery
Belgium,Hungary,-1.8555,26.72,539,bigquery
Belgium,Norway,-1.928,32.79,793,bigquery
Belgium,Canada,-1.9449,23.43,1229,bigquery
Belgium,Saudi Arabia,-2.0924,20.75,636,bigquery
Belgium,Spain,-2.1074,23.92,1881,bigquery
Belgium,United States,-2.194,16.18,13562,bigquery
Belgium,Malaysia,-2.2786,22.58,62,bigquery
Belgium,United Kingdom,-2.3596,20.59,2822,bigquery
Belgium,Indonesia,-2.3892,8.4,119,bigquery
Belgium,Turkey,-2.4531,21.01,871,bigquery
Belgium,South Korea,-2.5385,18.73,694,bigquery
Belgium,Romania,-2.6499,19.02,205,bigquery
Belgium,South Africa,-2.6515,5.88,68,bigquery
Belgium,Portugal,-2.6746,19.7,472,bigquery
Belgium,Greece,-2.7012,15.81,645,bigquery
Belgium,Peru,-2.7059,29.59,98,bigquery
Belgium,Australia,-2.8452,21.55,724,bigquery
Belgium,Colombia,-2.9946,10.26,195,bigquery
Belgium,New Zealand,-3.0053,34.78,92,bigquery
Belgium,Ukraine,-3.0944,9.19,5464,bigquery
Belgium,Poland,-3.1086,21.57,343,bigquery
Belgium,Qatar,-3.1128,5.79,380,bigquery
Belgium,Egypt,-3.1831,10.03,369,bigquery
Belgium,Iran,-3.2033,5.67,9732,bigquery
Belgium,Russia,-3.2313,7.07,6647,bigquery
Belgium,Israel,-3.5299,4.71,5270,bigquery
Belgium,Mexico,-3.6379,10.68,1002,bigquery
Belgium,Nigeria,-3.6926,17.83,129,bigquery
Belgium,Iraq,-3.702,1.31,459,bigquery
Belgium,Philippines,-4.1765,2.5,80,bigquery
Belgium,Pakistan,-4.5074,7.49,854,bigquery
Brazil,Thailand,-0.6552,49.87,381,bigquery
Canada,Iran,-3.07,4.73,42361,bigquery
Chile,Singapore,1.0251,61.54,130,bigquery
Chile,Japan,0.7544,57.2,1645,bigquery
Chile,India,0.6535,69.81,53,bigquery
Chile,Indonesia,0.2687,52.17,115,bigquery
Chile,Italy,0.0671,52.89,4364,bigquery
Chile,Denmark,0.0117,54.72,583,bigquery
Chile,Argentina,-0.0388,50.3,13284,bigquery
Chile,Spain,-0.0829,51.97,6763,bigquery
Chile,South Africa,-0.1181,54.07,799,bigquery
Chile,Turkey,-0.128,48.84,903,bigquery
Chile,Colombia,-0.1595,47.94,5069,bigquery
Chile,Chile,-0.2625,48.54,39669,bigquery
Chile,Greece,-0.2717,40.66,396,bigquery
Chile,Brazil,-0.2921,48.46,6634,bigquery
Chile,Romania,-0.3149,48.44,64,bigquery
Chile,Czech Republic,-0.4437,46.3,108,bigquery
Chile,New Zealand,-0.5007,44.39,196,bigquery
Chile,Australia,-0.5906,28.7,216,bigquery
Chile,South Korea,-0.6624,51.31,306,bigquery
Chile,Portugal,-0.778,37.47,1073,bigquery
Chile,France,-0.8296,38.34,2744,bigquery
Chile,Finland,-0.871,44.0,100,bigquery
Chile,United States,-0.9374,37.75,17241,bigquery
Chile,Netherlands,-0.943,39.09,197,bigquery
Chile,Malaysia,-0.9435,31.25,80,bigquery
Chile,Poland,-0.991,41.6,238,bigquery
Chile,Germany,-1.0137,37.48,2476,bigquery
Chile,Mexico,-1.0294,40.1,7032,bigquery
Chile,Peru,-1.235,40.93,4622,bigquery
Chile,Belgium,-1.3194,31.19,561,bigquery
Chile,Norway,-1.3257,34.54,553,bigquery
Chile,United Kingdom,-1.3596,30.5,2793,bigquery
Chile,Sweden,-1.3784,31.66,15500,bigquery
Chile,Egypt,-1.5482,29.57,230,bigquery
Chile,Canada,-1.6258,30.35,1440,bigquery
Chile,China,-1.9061,20.44,3850,bigquery
Chile,Vietnam,-1.9933,0.0,6,bigquery
Chile,Thailand,-2.3811,27.27,88,bigquery
Chile,Ukraine,-2.3958,12.52,2340,bigquery
Chile,Hungary,-2.4604,24.72,631,bigquery
Chile,Philippines,-2.5854,20.0,50,bigquery
Chile,Qatar,-2.6635,15.38,52,bigquery
Chile,Russia,-2.7895,12.96,5163,bigquery
Chile,Israel,-3.1096,17.41,7687,bigquery
Chile,Saudi Arabia,-3.1735,12.33,722,bigquery
Chile,Iran,-3.9072,3.76,14140,bigquery
Chile,Iraq,-4.0798,1.8,556,bigquery
Chile,Nigeria,-5.6002,8.85,113,bigquery
Chile,Pakistan,-6.3951,1.23,649,bigquery
China,Singapore,1.6514,71.55,7618,bigquery
Colombia,Czech Republic,0.551,67.97,281,bigquery
Colombia,India,0.5503,66.67,27,bigquery
Colombia,Romania,0.534,65.79,152,bigquery
Colombia,Japan,0.1197,55.21,2168,bigquery
Colombia,Netherlands,0.0256,51.66,451,bigquery
Colombia,Malaysia,0.0208,49.66,149,bigquery
Colombia,Germany,-0.144,50.52,8101,bigquery
Colombia,Italy,-0.26,52.3,3585,bigquery
Colombia,Singapore,-0.2846,45.3,234,bigquery
Colombia,Brazil,-0.2943,52.68,10215,bigquery
Colombia,Finland,-0.3319,57.21,402,bigquery
Colombia,Poland,-0.3411,49.35,695,bigquery
Colombia,Norway,-0.3491,50.23,874,bigquery
Colombia,Argentina,-0.3598,47.69,8416,bigquery
Colombia,Portugal,-0.5377,42.99,3650,bigquery
Colombia,South Africa,-0.6126,32.58,356,bigquery
Colombia,Chile,-0.6315,46.84,933,bigquery
Colombia,China,-0.6631,41.25,2361,bigquery
Colombia,Indonesia,-0.6772,49.81,261,bigquery
Colombia,United States,-0.7072,42.01,34121,bigquery
Colombia,New Zealand,-0.7219,35.05,194,bigquery
Colombia,Colombia,-0.7404,41.48,308513,bigquery
Colombia,Belgium,-0.7862,49.57,694,bigquery
Colombia,Greece,-0.8244,37.08,596,bigquery
Colombia,Canada,-0.8743,42.13,4151,bigquery
Colombia,Vietnam,-0.9187,42.86,28,bigquery
Colombia,Denmark,-0.9797,34.88,602,bigquery
Colombia,Egypt,-1.0019,36.58,719,bigquery
Colombia,Spain,-1.0653,39.15,12062,bigquery
Colombia,Australia,-1.1424,42.04,245,bigquery
Colombia,Hungary,-1.1572,24.49,343,bigquery
Colombia,Turkey,-1.2986,33.55,1225,bigquery
Colombia,France,-1.4445,33.69,6927,bigquery
Colombia,Mexico,-1.4665,32.68,18134,bigquery
Colombia,Peru,-1.6456,30.14,4429,bigquery
Colombia,Thailand,-1.6638,33.53,334,bigquery
Colombia,United Kingdom,-1.6855,27.81,4315,bigquery
Colombia,Sweden,-1.9139,25.4,24802,bigquery
Colombia,Nigeria,-2.0788,16.67,42,bigquery
Colombia,South Korea,-2.1699,48.41,409,bigquery
Colombia,Saudi Arabia,-2.3481,18.08,1366,bigquery
Colombia,Qatar,-2.6532,15.56,90,bigquery
Colombia,Russia,-2.7587,14.85,8147,bigquery
Colombia,Bangladesh,-2.846,10.91,55,bigquery
Colombia,Philippines,-2.8908,30.05,193,bigquery
Colombia,Ukraine,-3.131,6.94,4133,bigquery
Colombia,Iraq,-3.4273,5.99,952,bigquery
Colombia,Israel,-3.7874,7.31,3952,bigquery
Colombia,Iran,-3.8672,3.63,29653,bigquery
Colombia,Pakistan,-6.0844,4.19,1003,bigquery
Czech Republic,Italy,0.0795,53.58,4808,bigquery
Czech Republic,Malaysia,0.002,63.64,44,bigquery
Czech Republic,Japan,-0.0412,51.54,1042,bigquery
Czech Republic,Denmark,-0.1016,42.77,823,bigquery
Czech Republic,Chile,-0.1488,53.33,30,bigquery
Czech Republic,Netherlands,-0.1509,49.17,720,bigquery
Czech Republic,Brazil,-0.509,39.75,239,bigquery
Czech Republic,Romania,-0.6937,37.19,199,bigquery
Czech Republic,Greece,-0.8571,33.09,278,bigquery
Czech Republic,Czech Republic,-0.9064,39.01,60169,bigquery
Czech Republic,Norway,-0.9274,31.26,595,bigquery
Czech Republic,Peru,-0.9405,51.46,103,bigquery
Czech Republic,Finland,-0.9876,30.46,614,bigquery
Czech Republic,Singapore,-1.0401,33.33,114,bigquery
Czech Republic,Canada,-1.0481,38.19,2202,bigquery
Czech Republic,Australia,-1.0977,37.5,624,bigquery
Czech Republic,Sweden,-1.1576,26.88,878,bigquery
Czech Republic,Vietnam,-1.3448,34.7,219,bigquery
Czech Republic,India,-1.523,28.16,206,bigquery
Czech Republic,Egypt,-1.5587,24.41,635,bigquery
Czech Republic,Turkey,-1.6271,19.89,2971,bigquery
Czech Republic,Belgium,-1.7232,25.65,573,bigquery
Czech Republic,France,-1.7603,32.88,3704,bigquery
Czech Republic,United Kingdom,-1.8699,25.71,4528,bigquery
Czech Republic,Spain,-1.8973,33.27,1503,bigquery
Czech Republic,Philippines,-1.9029,40.26,77,bigquery
Czech Republic,Thailand,-1.998,26.9,342,bigquery
Czech Republic,South Korea,-2.0089,23.49,826,bigquery
Czech Republic,Germany,-2.0734,24.9,5959,bigquery
Czech Republic,New Zealand,-2.1043,32.1,81,bigquery
Czech Republic,Poland,-2.1112,25.74,3205,bigquery
Czech Republic,China,-2.2051,28.21,5335,bigquery
Czech Republic,United States,-2.2823,19.89,11668,bigquery
Czech Republic,Portugal,-2.31,27.35,351,bigquery
Czech Republic,Indonesia,-2.3933,35.82,134,bigquery
Czech Republic,Colombia,-2.6942,28.32,173,bigquery
Czech Republic,Qatar,-2.995,13.37,860,bigquery
Czech Republic,Saudi Arabia,-3.0076,14.25,709,bigquery
Czech Republic,Israel,-3.2623,11.09,6454,bigquery
Czech Republic,South Africa,-3.3541,30.77,52,bigquery
Czech Republic,Ukraine,-3.4105,8.75,20033,bigquery
Czech Republic,Iraq,-3.4542,3.8,605,bigquery
Czech Republic,Hungary,-3.5716,8.6,3047,bigquery
Czech Republic,Russia,-3.5801,7.9,22420,bigquery
Czech Republic,Mexico,-3.6825,9.09,759,bigquery
Czech Republic,Iran,-3.7208,3.44,8772,bigquery
Czech Republic,Argentina,-3.9933,33.33,120,bigquery
Czech Republic,Bangladesh,-4.5789,0.0,4,bigquery
Czech Republic,Nigeria,-5.4652,6.67,60,bigquery
Czech Republic,Pakistan,-7.0961,3.07,423,bigquery
Denmark,Bangladesh,2.4652,73.75,160,bigquery
Denmark,Japan,0.8279,44.38,809,bigquery
Denmark,Vietnam,0.3121,46.51,86,bigquery
Denmark,Thailand,-0.0584,58.62,58,bigquery
Denmark,Belgium,-0.1527,46.69,302,bigquery
Denmark,India,-0.2135,32.42,327,bigquery
Denmark,Malaysia,-0.2545,50.0,8,bigquery
Denmark,New Zealand,-0.2652,25.0,8,bigquery
Denmark,South Africa,-0.774,22.22,18,bigquery
Denmark,Netherlands,-0.791,55.6,232,bigquery
Denmark,Argentina,-1.1107,26.32,38,bigquery
Denmark,Norway,-1.324,31.0,5781,bigquery
Denmark,Australia,-1.3826,35.05,525,bigquery
Denmark,Czech Republic,-1.4028,42.99,107,bigquery
Denmark,Denmark,-1.6043,28.95,38461,bigquery
Denmark,Germany,-1.6872,32.11,2046,bigquery
Denmark,Poland,-1.7096,29.2,113,bigquery
Denmark,China,-1.7456,30.46,1842,bigquery
Denmark,United States,-1.7719,26.82,2782,bigquery
Denmark,Finland,-1.7848,14.63,123,bigquery
Denmark,Saudi Arabia,-2.0761,14.56,206,bigquery
Denmark,Hungary,-2.1072,9.95,422,bigquery
Denmark,Greece,-2.1267,26.47,102,bigquery
Denmark,Italy,-2.1702,33.37,830,bigquery
Denmark,Portugal,-2.3266,23.85,130,bigquery
Denmark,France,-2.418,27.02,2776,bigquery
Denmark,United Kingdom,-2.5115,16.98,2980,bigquery
Denmark,Brazil,-2.7812,12.95,278,bigquery
Denmark,Qatar,-2.907,1.99,302,bigquery
Denmark,Ukraine,-3.0561,15.34,5781,bigquery
Denmark,Canada,-3.1926,26.24,484,bigquery
Denmark,Egypt,-3.2231,0.0,56,bigquery
Denmark,Sweden,-3.3671,24.88,3026,bigquery
Denmark,Peru,-3.3755,3.23,62,bigquery
Denmark,Iran,-3.3885,5.27,8648,bigquery
Denmark,Colombia,-3.4097,3.13,64,bigquery
Denmark,Iraq,-3.5084,1.19,337,bigquery
Denmark,Indonesia,-3.5369,20.0,60,bigquery
Denmark,Spain,-3.6237,9.26,1426,bigquery
Denmark,Romania,-3.6662,4.35,46,bigquery
Denmark,Russia,-3.7383,11.23,6395,bigquery
Denmark,Turkey,-3.9012,11.59,440,bigquery
Denmark,Israel,-4.343,4.5,3732,bigquery
Denmark,Chile,-4.5851,7.14,28,bigquery
Denmark,Mexico,-4.9413,5.89,509,bigquery
Denmark,Philippines,-5.5112,3.39,59,bigquery
Denmark,South Korea,-6.8429,6.65,316,bigquery
Denmark,Pakistan,-6.9578,0.0,436,bigquery
Denmark,Nigeria,-7.5098,0.0,118,bigquery
Egypt,Japan,2.664,72.87,2134,bigquery
Egypt,Sweden,2.6167,68.85,748,bigquery
Egypt,Czech Republic,2.2729,77.49,271,bigquery
Egypt,Thailand,2.0554,65.93,182,bigquery
Egypt,Romania,2.0202,68.15,292,bigquery
Egypt,Greece,2.0134,73.43,2006,bigquery
Egypt,Egypt,1.3613,64.05,301238,bigquery
Egypt,South Africa,0.8726,63.88,479,bigquery
Egypt,Turkey,0.7732,58.85,9659,bigquery
Egypt,Italy,0.743,62.74,4125,bigquery
Egypt,Singapore,0.7224,69.31,202,bigquery
Egypt,Portugal,0.5181,57.42,1139,bigquery
Egypt,Nigeria,0.5031,62.4,609,bigquery
Egypt,Malaysia,0.4972,63.81,210,bigquery
Egypt,Netherlands,0.4038,56.5,738,bigquery
Egypt,India,0.346,56.55,2773,bigquery
Egypt,Bangladesh,0.2904,55.68,176,bigquery
Egypt,Chile,0.2818,43.66,71,bigquery
Egypt,Denmark,0.2487,51.42,1126,bigquery
Egypt,Saudi Arabia,0.2424,47.98,22785,bigquery
Egypt,Germany,0.0969,53.5,3729,bigquery
Egypt,Indonesia,0.0764,59.49,627,bigquery
Egypt,Belgium,0.0317,56.19,646,bigquery
Egypt,China,-0.0309,47.67,6256,bigquery
Egypt,Spain,-0.0801,50.73,11613,bigquery
Egypt,France,-0.1587,52.21,5838,bigquery
Egypt,New Zealand,-0.1899,50.63,158,bigquery
Egypt,Brazil,-0.2479,53.21,1120,bigquery
Egypt,Canada,-0.3958,42.12,1218,bigquery
Egypt,Finland,-0.7099,41.63,209,bigquery
Egypt,South Korea,-0.7674,37.29,909,bigquery
Egypt,Norway,-0.9209,37.09,488,bigquery
Egypt,Argentina,-1.0216,40.32,444,bigquery
Egypt,Qatar,-1.1262,35.17,4675,bigquery
Egypt,Hungary,-1.3443,31.45,585,bigquery
Egypt,Philippines,-1.3728,40.15,137,bigquery
Egypt,United Kingdom,-1.4839,32.89,6148,bigquery
Egypt,Vietnam,-1.5035,48.55,138,bigquery
Egypt,Poland,-1.5054,33.2,253,bigquery
Egypt,Peru,-1.9827,51.81,83,bigquery
Egypt,Australia,-2.207,36.58,771,bigquery
Egypt,United States,-2.331,20.01,23907,bigquery
Egypt,Iraq,-2.7572,22.54,4405,bigquery
Egypt,Russia,-3.0317,19.24,10991,bigquery
Egypt,Iran,-3.2608,11.05,57343,bigquery
Egypt,Israel,-3.2622,16.72,60965,bigquery
Egypt,Ukraine,-3.7146,12.03,6393,bigquery
Egypt,Colombia,-4.3377,26.14,176,bigquery
Egypt,Mexico,-4.5937,13.77,944,bigquery
Egypt,Pakistan,-6.0636,8.95,1799,bigquery
Finland,Peru,0.7835,62.86,70,bigquery
Finland,Japan,0.6108,45.02,1475,bigquery
Finland,Malaysia,0.2947,56.6,53,bigquery
Finland,Argentina,0.2221,55.93,118,bigquery
Finland,Italy,-0.0538,53.66,3004,bigquery
Finland,Colombia,-0.0883,55.71,70,bigquery
Finland,Czech Republic,-0.3517,41.76,1020,bigquery
Finland,Canada,-0.4499,45.9,4871,bigquery
Finland,Denmark,-0.5829,43.39,1906,bigquery
Finland,Belgium,-0.7641,35.94,640,bigquery
Finland,Sweden,-0.7707,43.25,10665,bigquery
Finland,Netherlands,-0.8088,46.04,606,bigquery
Finland,Norway,-0.8795,41.77,5336,bigquery
Finland,Chile,-0.8824,42.86,14,bigquery
Finland,Finland,-0.8967,39.02,99767,bigquery
Finland,China,-0.9443,31.28,5221,bigquery
Finland,India,-1.0576,33.27,1049,bigquery
Finland,Brazil,-1.1492,35.49,293,bigquery
Finland,South Africa,-1.2374,13.56,59,bigquery
Finland,Germany,-1.2383,35.93,4186,bigquery
Finland,Romania,-1.4439,33.8,71,bigquery
Finland,Singapore,-1.4936,27.08,96,bigquery
Finland,France,-1.5395,31.95,4576,bigquery
Finland,United States,-1.7794,26.31,25166,bigquery
Finland,Bangladesh,-1.793,14.89,94,bigquery
Finland,Australia,-1.9088,31.13,681,bigquery
Finland,Portugal,-1.9425,19.3,373,bigquery
Finland,New Zealand,-1.9846,20.83,96,bigquery
Finland,Spain,-1.9964,28.64,1805,bigquery
Finland,Indonesia,-2.1393,32.98,94,bigquery
Finland,United Kingdom,-2.1982,21.93,3739,bigquery
Finland,Greece,-2.2113,24.42,430,bigquery
Finland,Poland,-2.2647,25.27,1132,bigquery
Finland,Hungary,-2.2791,18.14,1257,bigquery
Finland,Vietnam,-2.2943,7.81,128,bigquery
Finland,Egypt,-2.3684,29.48,173,bigquery
Finland,South Korea,-2.4698,31.18,574,bigquery
Finland,Russia,-2.5458,12.98,3437,bigquery
Finland,Ukraine,-2.5814,14.94,13007,bigquery
Finland,Saudi Arabia,-2.6727,20.74,569,bigquery
Finland,Qatar,-3.2876,8.05,671,bigquery
Finland,Thailand,-3.3336,32.48,505,bigquery
Finland,Philippines,-3.3885,41.38,58,bigquery
Finland,Iraq,-3.5268,3.15,826,bigquery
Finland,Israel,-3.8723,9.59,9167,bigquery
Finland,Iran,-3.9776,7.09,17888,bigquery
Finland,Turkey,-4.1596,17.92,480,bigquery
Finland,Mexico,-4.5852,6.62,634,bigquery
Finland,Nigeria,-5.4812,4.76,42,bigquery
Finland,Pakistan,-6.1091,3.22,373,bigquery
Greece,India,-0.1737,53.86,5928,bigquery
Greece,Denmark,-0.547,38.95,2303,bigquery
Greece,Japan,-0.6377,39.65,4129,bigquery
Greece,Greece,-0.871,39.57,241232,bigquery
Greece,Czech Republic,-0.9226,35.79,964,bigquery
Greece,Netherlands,-0.9356,36.67,2359,bigquery
Greece,South Korea,-0.9693,43.38,2333,bigquery
Greece,Italy,-0.9736,40.58,14533,bigquery
Greece,Finland,-1.0225,33.49,854,bigquery
